car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_cat,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
BMW 5 Series M5 V10 4d SMG E60 - [2004],500,7750,384,6100,4.7,4999,4,305,155,249,273.2,2004,2000s,BMW,1.830161054,209.8176
BMW 6 Series M6 Convertible 2d SMG E64 - [2005],500,7750,383,6100,NA,4999,4,305,155,249,259,2005,2000s,BMW,1.930501931,198.394
Wiesmann GT MF5 - [2009],500,7750,383,6100,3.9,4999,4,305,193,310,362.3,2009,2000s,Wiesmann,1.380071764,277.5218
Jaguar XK R-S 5.0 V8 - [2011],542,6500,502,3500,4.2,5000,5,305.1,186,299,309.1,2011,2010s,Jaguar,1.753477839,286.2881919
Jaguar XF R-S 5.0 V8 - [2012],542,6500,502,2500,4.4,5000,5,305.1,186,299,286.6,2012,2010s,Jaguar,1.891137474,265.4487085
Jaguar XK R-S GT 5.0 V8 - [2013],542,6500,502,3500,3.9,5000,5,305.1,186,299,328.4,2013,2010s,Jaguar,1.650426309,304.1638376
Jaguar XF R 5.0 V8 Supercharged - [2009],503,6500,461,5500,4.7,5000,5,305.1,155,249,265.9,2009,2000s,Jaguar,1.891688605,243.6976143
Jaguar XK R 5.0 Supercharged - [2009],503,6000,461,2500,4.6,5000,5,305.1,155,249,286.9,2009,2000s,Jaguar,1.75322412,262.9441352
Jaguar XJ V8 SuperSport - [2009],503,6000,461,2500,4.7,5000,5,305.1,155,249,265.8,2009,2000s,Jaguar,1.892400301,243.6059642
Land-Rover Range Rover Sport 5.0 V8 Supercharged - [2012],503,6000,461,2500,NA,5000,5,305.1,140,225,194.2,2012,2010s,Land-Rover,2.590113285,177.984493
Jaguar F Type 5.0L V8 S Cabriolet - [2012],488,6500,461,2500,4.2,5000,5,305.1,186,299,293,2012,2010s,Jaguar,1.66552901,276.7889344
Jaguar XK 5.0 V8 Coupe - [2009],380,6500,380,3500,NA,5000,5,305.1,155,249,228.9,2009,2000s,Jaguar,1.660113587,228.9
Pontiac Firebird 5.0L Trans Am - [1985],205,4400,269,3200,NA,5013,5,305.9,125,201,138.5,1985,1980s,Pontiac,1.480144404,181.7390244
Chevrolet Camaro 5.0 V8 RS - [1990],170,4000,255,2400,NA,5016,5,306,130,209,112.2,1990,1990s,Chevrolet,1.515151515,168.3
Infiniti FX 50 5.0 V8 - [2011],385,6500,369,4400,NA,5026,5,306.7,155,249,181.6,2011,2010s,Infiniti,2.120044053,174.052987
Koenigsegg Agera R 5.0 V8 - [2012],1124,7100,885,4100,2.9,5032,5,307,273,439,794.3,2012,2010s,Koenigsegg,1.415082463,625.4052491
Koenigsegg Agera 5L V8 - [2011],1100,2700,885,4100,2.9,5032,5,307,261,420,766.5,2011,2010s,Koenigsegg,1.435094586,616.6840909
Koenigsegg Agera S 5.0 V8 Hundra - [2013],1016,7100,811,4100,2.8,5032,5,307,249,400,718,2013,2010s,Koenigsegg,1.415041783,573.1279528
Hudson Hornet 308 5L - [1954],170,3800,278,2600,NA,5047,5,307.9,106,170,94.3,1954,1950s,Hudson,1.802757158,154.2082353
Ford Thunderbird 312 - [1956],225,4600,324,2600,NA,5116,5,312.1,113,181,142.8,1956,1950s,Ford,1.575630252,205.632
Lamborghini Countach LP5000S QV - [1985],448,7000,369,5200,4.6,5167,5,315.3,185,297,300.6,1985,1980s,Lamborghini,1.490352628,247.5924107
Lamborghini LM002 5.2 V12 - [1986],420,6800,369,4500,NA,5167,5,315.3,125,201,156,1986,1980s,Lamborghini,2.692307692,137.0571429
Lamborghini Huracan LP 610-4 - [2014],602,8250,413,6500,3.1,5204,5,317.5,202,325,423.3,2014,2010s,Lamborghini,1.422159225,290.4034884
Lamborghini Gallardo LP570-4 Super Trofeo Stradale - [2011],562,8000,398,6500,3.3,5204,5,317.5,199,320,419.4,2011,2010s,Lamborghini,1.340009537,297.0128114
Lamborghini Gallardo LP570-4 Spyder Performante Edizione - [2013],562,8000,398,6500,3.8,5204,5,317.5,201,323,378.4,2013,2010s,Lamborghini,1.485200846,267.9772242
Lamborghini Gallardo LP560-4 - [2008],552,8000,398,6500,3.2,5204,5,317.5,202,325,368,2008,2000s,Lamborghini,1.5,265.3333333
Audi R8 Spyder GT 5.2L V10 - [2011],552,8000,398,6500,3.7,5204,5,317.5,197,317,321.8,2011,2010s,Audi,1.71535115,232.0224638
Audi R8 GT 5.2L V10 - [2011],552,8000,398,6500,3.5,5204,5,317.5,199,320,361.9,2011,2010s,Audi,1.525283227,260.9351449
Audi R8 Plus 5.2 V10 - [2012],542,8000,398,6500,3.6,5204,5,317.5,198,318,329.4,2012,2010s,Audi,1.645415908,241.8841328
Lamborghini Gallardo LP550-2 Spyder - [2011],542,8000,398,6500,4.1,5204,5,317.5,198,318,356.5,2011,2010s,Lamborghini,1.520336606,261.7841328
Audi R8 Plus S-Tronic 5.2 V10 - [2012],542,8000,398,6500,3.5,5204,5,317.5,197,317,324.5,2012,2010s,Audi,1.670261941,238.2859779
Audi R8 5.2 FSI Quattro V10 - [2009],518,8000,391,6500,3.9,5204,5,317.5,196,315,319.7,2009,2000s,Audi,1.620269002,241.3179537
Audi R8 Spyder 5.2L V10 - [2009],518,8000,391,6500,4,5204,5,317.5,194,312,300.2,2009,2000s,Audi,1.725516322,226.5988417
Audi R8 5.2 V10 Spyder - [2012],518,8000,391,6500,3.5,5204,5,317.5,193,310,284.6,2012,2010s,Audi,1.820098384,214.8235521
Audi A8 S8 5.2 Quattro - [2005],444,7000,398,3500,NA,5204,5,317.5,155,249,228.8,2005,2000s,Audi,1.940559441,205.0954955
Audi A6 S6 5.2 Quattro - [2006],429,6800,398,3000,NA,5204,5,317.5,155,249,223.4,2006,2000s,Audi,1.920322292,207.2568765
Bristol 410 5.2 V8 - [1967],250,4400,340,2800,NA,5210,5,317.9,130,209,156.2,1967,1960s,Bristol,1.600512164,212.432
Chevrolet Chevy II Nova SS 327 V8 Turbo Fire 350hp - [1966],355,5800,360,3600,NA,5327,5,325,139,223,257.6,1966,1960s,Chevrolet,1.37810559,261.228169
Aston-Martin Vantage V8 550 - [1993],550,6500,549,4000,4.6,5340,5,325.8,191,307,286.4,1993,1990s,Aston-Martin,1.920391061,285.8792727
Aston-Martin Vantage 600 - [1998],600,6700,600,4400,4.3,5341,5,325.9,200,321,304.5,1998,1990s,Aston-Martin,1.97044335,304.5
Aston-Martin Virage 5.3 V8 1988 - [1988],330,6000,350,4000,NA,5341,5,325.9,157,252,169.2,1988,1980s,Aston-Martin,1.95035461,179.4545455
Aston-Martin Lagonda Series 1 5.3L V8 - [1974],310,5000,369,4500,NA,5341,5,325.9,149,239,155,1974,1970s,Aston-Martin,2,184.5
Aston-Martin Lagonda Series 2 - [1976],310,5000,369,4500,NA,5341,5,325.9,140,225,155.7,1976,1970s,Aston-Martin,1.991008349,185.3332258
Aston-Martin Lagonda Series 4 5.3L V8 - [1987],305,5000,320,4000,NA,5341,5,325.9,143,230,145.5,1987,1980s,Aston-Martin,2.096219931,152.6557377
Aston-Martin Volante 5.3L V8 - [1988],304,5500,330,4750,NA,5341,5,325.9,162,260,180.8,1988,1980s,Aston-Martin,1.681415929,196.2631579
Aston-Martin Lagonda Series 3 5.3L V8 - [1986],300,5000,320,4000,NA,5341,5,325.9,143,230,143.1,1986,1980s,Aston-Martin,2.096436059,152.64
Jaguar E Type 5.3L V12 2+2 - [1971],272,5850,304,3600,NA,5344,5,326.1,142,228,181.4,1971,1970s,Jaguar,1.499448732,202.7411765
Jaguar XJ 12 5.3 - [1972],265,6000,301,3500,NA,5344,5,326.1,145,233,141.7,1972,1970s,Jaguar,1.8701482,160.9498113
Jaguar E Type 5.3 V12 - [1972],253,6000,288,3500,NA,5344,5,326.1,135,217,165.3,1972,1970s,Jaguar,1.530550514,188.1675889
Chevrolet Corvette C1 327 V8 - [1962],365,6200,352,4000,NA,5354,5,326.7,140,225,260.7,1962,1960s,Chevrolet,1.400076717,251.4147945
Iso Grifo GL 365 5.4L V8 - [1965],360,6200,360,4000,NA,5354,5,326.7,161,259,248.2,1965,1960s,Iso,1.450443191,248.2
Iso Rivolta IR 340 5.4L V8 - [1962],355,5800,360,3600,NA,5354,5,326.7,142,228,229,1962,1960s,Iso,1.550218341,232.2253521
Iso Fidia 350 5.4L V8 - [1967],350,5800,361,3600,NA,5354,5,326.7,155,249,213.4,1967,1960s,Iso,1.640112465,220.1068571
Iso Grifo GL 300 5.4L V8 - [1965],296,5000,360,3200,NA,5354,5,326.7,143,230,204.1,1965,1960s,Iso,1.450269476,248.2297297
Holden Monaro GTS 327 5.4 V8 - [1968],250,4800,325,3200,NA,5354,5,326.7,114,183,167.2,1968,1960s,Holden,1.495215311,217.36
BMW 7 Series 750i (E38) - [1999],326,5000,361,4400,NA,5379,5,328.2,154,247,159.7,1999,1990s,BMW,2.041327489,176.8457055
BMW 7 Series 750i E38 Auto - [1995],326,5000,361,3900,NA,5379,5,328.2,155,249,159.1,1995,1990s,BMW,2.04902577,176.1812883
Porsche 928 GTS 5.4L V8 - [1991],345,5700,369,4250,NA,5397,5,329.3,168,270,215.6,1991,1990s,Porsche,1.600185529,230.5982609
Ford GT 5.4 V8 - [2003],550,6500,500,4500,3.8,5409,5,330,190,305,357.6,2003,2000s,Ford,1.53803132,325.0909091
Ford Mustang GT 500 - [2010],550,6200,510,4500,4.1,5409,5,330,162,260,317.3,2010,2010s,Ford,1.733375355,294.2236364
Ford Mustang Shelby GT500 - [2006],500,6000,480,4500,4,5409,5,330,170,273,281.2,2006,2000s,Ford,1.778093883,269.952
Mercedes SLR Class McLaren Stirling Moss - [2009],641,6500,605,4000,3.4,5439,5,331.9,217,349,394.2,2009,2000s,Mercedes,1.626078133,372.0608424
Mercedes SLR Class McLaren 722 Edition - [2006],641,6500,605,4000,3.6,5439,5,331.9,209,336,371.8,2006,2000s,Mercedes,1.724045186,350.9188768
Mercedes SLR Class McLaren 722 S Roadster - [2008],641,6500,605,4000,3.6,5439,5,331.9,208,334,366.2,2008,2000s,Mercedes,1.750409612,345.6333853
Mercedes SLR Class McLaren - [2003],617,6500,575,5000,3.8,5439,5,331.9,208,334,381.3,2003,2000s,Mercedes,1.61814844,355.3444084
Mercedes SLR Class McLaren Roadster - [2009],617,6500,575,5000,3.8,5439,5,331.9,206,331,338,2009,2000s,Mercedes,1.825443787,314.9918963
Fisker Tramonto 5.4 V8 Performance Plus - [2005],610,5800,650,2200,3.6,5439,5,331.9,202,325,319.8,2005,2000s,Fisker,1.907442151,340.7704918
Mercedes CLK DTM Cabriolet - [2006],574,6100,590,3500,3.9,5439,5,331.9,186,299,311.9,2006,2000s,Mercedes,1.84033344,320.5940767
Mercedes CLK DTM AMG 5.4 V8 - [2004],574,6100,590,3500,3.9,5439,5,331.9,199,320,328.3,2004,2000s,Mercedes,1.748400853,337.4512195
Fisker Tramonto 5.4 V8 - [2005],493,6100,516,2750,4.5,5439,5,331.9,155,249,258.5,2005,2000s,Fisker,1.907156673,270.5598377
Mercedes CLS Class 55 AMG - [2006],476,6100,516,2650,4.5,5439,5,331.9,155,249,247.9,2006,2000s,Mercedes,1.920129084,268.7319328
Mercedes E Class 55K AMG - [2003],469,6100,516,2650,4.5,5439,5,331.9,155,249,266.4,2003,2000s,Mercedes,1.760510511,293.0968017
Mercedes G Class G 55 AMG Kompressor - [2006],469,6200,516,2650,NA,5439,5,331.9,130,209,183.9,2006,2000s,Mercedes,2.550299076,202.3292111
Mercedes SL Class 55 AMG V8 R230 - [2001],469,6100,516,2650,4.7,5439,5,331.9,155,249,239.8,2001,2000s,Mercedes,1.955796497,263.8311301
Mercedes C Class 55 AMG - [2004],367,5250,376,4000,NA,5439,5,331.9,155,249,224.4,2004,2000s,Mercedes,1.635472371,229.9029973
Mercedes CLK 55 AMG Cabriolet - [2003],362,5750,376,4000,NA,5439,5,331.9,155,249,198.9,2003,2000s,Mercedes,1.820010055,206.5922652
Mercedes SLK Class 55 AMG - [2004],355,5750,376,4000,NA,5439,5,331.9,155,249,230.5,2004,2000s,Mercedes,1.540130152,244.1352113
Mercedes CLK 55 AMG - [1999],342,5500,376,3000,NA,5439,5,331.9,155,249,211.1,1999,1990s,Mercedes,1.620085268,232.0865497
Mercedes C Class 55 AMG - [1998],342,5500,376,2000,NA,5439,5,331.9,155,249,217.8,1998,1990s,Mercedes,1.570247934,239.4526316
Mercedes S Class 63 Coupe 4Matic - [2014],577,5500,664,2250,3.8,5461,5,333.2,155,249,250.3,2014,2010s,Mercedes,2.30523372,288.040208
Mercedes CLS Class 63 AMG 4Matic - [2013],557,5500,531,1750,3.6,5461,5,333.2,155,249,286.3,2013,2010s,Mercedes,1.945511701,272.9359066
Mercedes SL Class 63 AMG Performance Package - [2012],556,5500,664,2250,4.1,5461,5,333.2,186,299,301.3,2012,2010s,Mercedes,1.845336874,359.8258993
Mercedes CLS Class 63 AMG Shooting Brake PP - [2012],550,5250,590,2000,4,5461,5,333.2,155,249,281.3,2012,2010s,Mercedes,1.955207963,301.7581818
Mercedes E Class 63 AMG - [2013],550,5500,531,1750,4.1,5461,5,333.2,155,249,298.1,2013,2010s,Mercedes,1.84501845,287.802
Mercedes SL Class 63 AMG V8 - [2012],530,5500,590,2000,4.2,5461,5,333.2,155,249,287.2,2012,2010s,Mercedes,1.8454039,319.7132075
Mercedes CLS Class 63 AMG Shooting Brake - [2012],518,5250,516,1750,4.3,5461,5,333.2,155,249,264.9,2012,2010s,Mercedes,1.955454889,263.8772201
Mercedes E Class 500 Sport - [2009],383,6000,391,4800,NA,5461,5,333.2,155,249,209.2,2009,2000s,Mercedes,1.830783939,213.5697128
Mercedes CLK 500 Cabriolet - [2006],383,6000,391,2800,NA,5461,5,333.2,155,249,214.5,2006,2000s,Mercedes,1.785547786,218.9804178
Ferrari 550 Maranello - [1997],485,7000,415,5000,4.3,5474,5,334,199,320,282.6,1997,1990s,Ferrari,1.716206653,241.8123711
Ferrari 456 GT 5.5 V12 - [1992],436,6250,406,4500,NA,5474,5,334,186,299,257.9,1992,1990s,Ferrari,1.690577743,240.1545872
Ferrari 465 M GT - [1998],435,6250,398,4500,NA,5474,5,334,187,300,257.8,1998,1990s,Ferrari,1.687354538,235.8721839
Ferrari 456 M GT 5.5 GT - [1998],435,6250,406,4500,NA,5474,5,334,186,299,257.3,1998,1990s,Ferrari,1.690633502,240.1466667
Maybach 62 5.5 V12 Auto - [2003],543,5250,664,3000,NA,5513,5,336.4,155,249,195.3,2003,2000s,Maybach,2.780337942,238.8198895
Mercedes CL Class 600 Coupe Bi Turbo - [2006],505,6000,612,1900,4.5,5513,5,336.4,155,249,231.1,2006,2000s,Mercedes,2.185201212,280.0657426
Mercedes SL Class 560SL V8 R107 - [1986],227,4750,275,3250,NA,5547,5,338.5,149,239,140.2,1986,1980s,Mercedes,1.619115549,169.845815
Plymouth AAR Cuda 340 V8 - [1970],290,5000,345,3400,NA,5563,5,339.4,137,220,181.9,1970,1970s,Plymouth,1.594282573,216.3982759
Dodge Dart Demon Sport Coupe 5.5 V8 340 - [1971],275,5000,340,3200,NA,5563,5,339.4,128,205,183.3,1971,1970s,Dodge,1.500272777,226.6254545
Dodge Challenger Rallye 340 - [1972],240,4800,290,3600,NA,5565,5,339.5,112,180,153.1,1972,1970s,Dodge,1.567602874,184.9958333
Dodge Ram Sport RT - [2009],390,5600,390,5600,NA,5654,5,345,NA,NA,179.5,2009,2000s,Dodge,2.17270195,179.5
Dodge Challenger 5.7 V8 R/T - [2009],375,5800,404,4200,NA,5654,5,345,NA,NA,203.6,2009,2000s,Dodge,1.841846758,219.3450667
Dodge Charger 5.7 V8 R/T - [2006],350,5000,390,4000,NA,5654,5,345,145,233,186.3,2006,2000s,Dodge,1.878690284,207.5914286
Dodge Ram 1500 SLT Hemi - [2003],345,5400,375,4200,NA,5654,5,345,NA,NA,158.1,2003,2000s,Dodge,2.182163188,171.8478261
Chrysler 300 c 5.7 V8 - [2005],340,5000,390,4000,NA,5654,5,345,155,249,180.2,2005,2000s,Chrysler,1.886792453,206.7
Chrysler 300 c 5.7 Hemi - [2003],340,5000,387,4000,NA,5654,5,345,155,249,178,2003,2000s,Chrysler,1.91011236,202.6058824
Dodge Magnum 5.7 V8 RT - [2005],340,5000,390,4000,NA,5654,5,345,155,249,178,2005,2000s,Dodge,1.91011236,204.1764706
Holden HSV GTS Supercharger - [2002],502,6050,457,5100,4.5,5665,5,345.7,180,289,279,2002,2000s,Holden,1.799283154,253.9900398
Pontiac GTO 5.7 V8 - [2003],350,5200,365,4000,NA,5665,5,345.7,155,249,207.1,2003,2000s,Pontiac,1.690004829,215.9757143
Pontiac Firebird Formula W96 Ram Air - [2001],325,5200,350,4000,NA,5665,5,345.7,155,249,214.5,2001,2000s,Pontiac,1.515151515,231
Ultima GTR 720 - [2000],720,0,500,0,2.6,5666,5,345.7,231,371,742.2,2000,2000s,Ultima,0.970088925,515.4166667
Ultima GTR 5.7 - [2000],345,5600,350,4400,3.3,5666,5,345.7,157,252,355.6,2000,2000s,Ultima,0.970191226,360.7536232
Chevrolet Camaro Z28 SS 5.7 V8 - [2002],325,5200,350,4000,NA,5666,5,345.7,157,252,210,2002,2000s,Chevrolet,1.547619048,226.1538462
Chevrolet Camaro Z28 SS 5.7 V8 - [1998],320,5200,345,4400,NA,5666,5,345.7,160,257,209.9,1998,1990s,Chevrolet,1.524535493,226.2984375
Vauxhall-Opel Monaro 5.7 V8 VXR - [2004],377,5800,376,4800,NA,5667,5,345.8,162,260,227.3,2004,2000s,Vauxhall-Opel,1.658600968,226.6970822
Chevrolet Impala 348 Hardtop - [1960],340,5800,362,3600,NA,5697,5,347.6,126,202,195.1,1960,1960s,Chevrolet,1.742696053,207.7241176
Lamborghini Diablo SE 5.7 V12 - [1994],520,7100,428,5900,4,5707,5,348.2,210,337,359.3,1994,1990s,Lamborghini,1.447258558,295.7315385
Lamborghini Diablo VT 5.7 V12 - [1993],492,7000,428,5200,NA,5707,5,348.2,203,326,302.7,1993,1990s,Lamborghini,1.625371655,263.3243902
Chevrolet Corvette C4 ZR1 - [1995],411,5800,385,5200,4.7,5732,5,349.7,181,291,258,1995,1990s,Chevrolet,1.593023256,241.6788321
Porsche Carrera GT - [2003],611,8000,435,0,3.9,5733,5,349.8,205,329,442.7,2003,2000s,Porsche,1.380167156,315.1792144
Chevrolet Malibu 5.7 V8 Turbo Hydra-Matic - [1970],300,4800,380,3200,NA,5733,5,349.8,120,193,184.3,1970,1970s,Chevrolet,1.627780792,233.4466667
Chevrolet Corvette C3 Stingray ZR-1 - [1972],255,5600,280,4000,NA,5733,5,349.8,119,191,170.1,1972,1970s,Chevrolet,1.499118166,186.7764706
Chevrolet Camaro 5.7 V8 Z28 - [1991],245,4400,345,3200,NA,5733,5,349.8,146,234,161.1,1991,1990s,Chevrolet,1.520794538,226.855102
Chevrolet Camaro IROC-Z 5.7 V8 - [1987],223,4000,318,3200,NA,5733,5,349.8,130,209,146.2,1987,1980s,Chevrolet,1.525307798,208.4825112
Chevrolet Corvette C4 350 - [1984],205,4300,290,2800,NA,5733,5,349.8,150,241,141.5,1984,1980s,Chevrolet,1.448763251,200.1707317
Chevrolet Chevelle-Malibu SS 350 Coupe 2nd Gen - [1973],147,4000,255,2400,NA,5733,5,349.8,110,177,87.5,1973,1970s,Chevrolet,1.68,151.7857143
Ferrari 612 Scaglietti F1 - [2004],533,7250,434,5250,4.3,5748,5,350.7,199,320,289.6,2004,2000s,Ferrari,1.840469613,235.8093809
Ferrari 575 M Fiorano - [2002],508,7250,434,5250,4.2,5748,5,350.7,202,325,293.6,2002,2000s,Ferrari,1.730245232,250.8314961
DeTomaso Pantera L 5.7L V8 - [1973],330,5400,325,3400,NA,5763,5,351.6,158,254,248.4,1973,1970s,DeTomaso,1.328502415,244.6363636
DeTomaso Pantera GT5 S 5.8 V8 - [1979],350,6000,333,3800,NA,5766,5,351.8,174,280,246.4,1979,1970s,DeTomaso,1.420454545,234.432
DeTomaso Pantera GTS 5.8 V8 - [1973],326,6000,326,4000,NA,5766,5,351.8,179,288,235.8,1973,1970s,DeTomaso,1.382527566,235.8
Ford Thunderbird 352 Special Overdrive 2nd Gen. - [1958],304,4600,380,2800,NA,5766,5,351.8,124,199,160.8,1958,1950s,Ford,1.890547264,201
Ford Falcon 4th Gen 351 V8 4-speed - [1970],300,5400,380,3400,NA,5766,5,351.8,127,204,190.5,1970,1970s,Ford,1.57480315,241.3
Ford Mustang Mach 1 351 4 Speed - [1969],254,4600,355,2600,NA,5766,5,351.8,122,196,168.7,1969,1960s,Ford,1.505631298,235.7814961
Studebaker Golden Hawk 5.8L V8 (352) - [1956],275,4600,380,2800,NA,5768,5,351.9,130,209,180.4,1956,1950s,Studebaker,1.524390244,249.28
Pontiac Firebird 350 - [1969],265,4600,355,2800,NA,5798,5,353.8,120,193,180,1969,1960s,Pontiac,1.472222222,241.1320755
Ford Mustang Shelby GT500 - [2012],662,6500,631,4000,3.7,5812,5,354.6,202,325,378.9,2012,2010s,Ford,1.74716284,361.1569486
AMC Matador X Coupe - [1974],220,4400,315,3100,NA,5896,5,359.7,116,186,122.7,1974,1970s,AMC,1.792991035,175.6840909
AMC Hornet 360 V8 - [1974],177,4000,285,2400,NA,5896,5,359.7,116,186,119.1,1974,1970s,AMC,1.486146096,191.7711864
Dodge Magnum GT 5.9L V8 - [1979],198,4000,280,2400,NA,5898,5,359.9,111,178,113.1,1979,1970s,Dodge,1.75066313,159.9393939
Dodge Dart Phoenix 5.9 V8 360 Hardtop - [1960],310,4800,435,2800,NA,5913,5,360.8,119,191,180.2,1960,1960s,Dodge,1.720310766,252.8612903
Ford GT 90 6.0L V12 - [1995],720,6600,660,4750,3.1,5927,5,361.6,235,378,496.2,1995,1990s,Ford,1.451027811,454.85
Audi R8 6.0 Quattro V12 TDI - [2009],500,4500,737,3000,4.2,5934,5,362.1,186,299,285.7,2009,2000s,Audi,1.750087504,421.1218
Audi Q7 6.0 V12 TDi Quattro - [2008],500,3750,738,1750,NA,5934,5,362.1,155,249,191.9,2008,2000s,Audi,2.60552371,283.2444
Aston-Martin Vanquish 5.9 V12 - [2012],565,6750,457,5500,4,5935,5,362.1,183,294,324.8,2012,2010s,Aston-Martin,1.73953202,262.7143363
Aston-Martin Vantage V12 S - [2013],565,6750,457,5750,3.7,5935,5,362.1,205,329,339.3,2013,2010s,Aston-Martin,1.665193045,274.4426549
Aston-Martin Rapide S 5.9 V12 - [2013],550,6750,457,5500,NA,5935,5,362.1,190,305,276.3,2013,2010s,Aston-Martin,1.990589938,229.5801818
Aston-Martin DBS V12 2d - [2007],510,6500,420,5750,4.2,5935,5,362.1,191,307,300.8,2007,2000s,Aston-Martin,1.695478723,247.7176471
Aston-Martin Vantage V12 Zagato - [2012],510,6500,420,5750,4.1,5935,5,362.1,190,305,303.5,2012,2010s,Aston-Martin,1.680395387,249.9411765
Aston-Martin Vantage V12 Roadster - [2012],510,6500,420,5750,4.4,5935,5,362.1,190,305,289.7,2012,2010s,Aston-Martin,1.760441836,238.5764706
Aston-Martin DB9 5.9 V12 - [2012],510,6500,457,5500,4.5,5935,5,362.1,183,294,285.7,2012,2010s,Aston-Martin,1.785089254,256.0096078
Aston-Martin Rapide 6.0 V12 - [2009],470,6000,443,5000,NA,5935,5,362.1,188,302,241,2009,2000s,Aston-Martin,1.950207469,227.1553191
Aston-Martin DB9 V12 - [2003],450,6000,420,5000,NA,5935,5,362.1,186,299,250,2003,2000s,Aston-Martin,1.8,233.3333333
Aston-Martin Vanquish 5.9 V12 - [2000],450,6000,410,5000,4.4,5935,5,362.1,195,313,247.2,2000,2000s,Aston-Martin,1.82038835,225.2266667
Aston-Martin DB7 Vantage - [1999],420,6000,400,5000,NA,5935,5,362.1,185,297,235.9,1999,1990s,Aston-Martin,1.78041543,224.6666667
Aston-Martin Vanquish 5.9 V12 RS - [2009],600,6250,509,5000,4,5938,5,362.3,200,321,375,2009,2000s,Aston-Martin,1.6,318.125
Mercedes E Class 60 AMG 6.0 V8 W124 - [1993],375,5600,347,3900,NA,5956,5,363.4,155,249,219.2,1993,1990s,Mercedes,1.710766423,202.8330667
Chevrolet Corvette Callaway C16 - [2007],616,6200,582,4750,3.8,5967,5,364.1,206,331,396.9,2007,2000s,Chevrolet,1.552028219,374.9931818
Vauxhall-Opel VXR8 6.0 V8 - [2007],411,6000,406,4400,NA,5967,5,364.1,174,280,224.4,2007,2000s,Vauxhall-Opel,1.831550802,221.670073
Vauxhall-Opel Monaro 6.0 V8 VXR - [2005],397,6000,390,4400,NA,5967,5,364.1,170,273,236.7,2005,2000s,Vauxhall-Opel,1.677228559,232.5264484
Holden Commodore SS 6.0 V8 - [2011],362,5700,391,4400,NA,5967,5,364.1,155,249,208.8,2011,2010s,Holden,1.733716475,225.5270718
Pontiac G8 GT 6.0 - [2008],361,5300,385,4400,NA,5967,5,364.1,140,225,194,2008,2000s,Pontiac,1.860824742,206.8975069
Chevrolet Silverado SS 6.0 - [2003],345,520,380,4000,NA,5967,5,364.1,NA,NA,143.3,2003,2000s,Chevrolet,2.407536636,157.8376812
Pontiac GTO 6.0 V8 - [2004],400,5200,400,4000,NA,5970,5,364.3,180,289,238.5,2004,2000s,Pontiac,1.677148847,238.5
BMW 7 Series 760 Li - [2012],537,5250,553,1500,4.5,5972,5,364.4,155,249,238.6,2012,2010s,BMW,2.250628667,245.7091248
Pagani Huayra 6.0L Twin turbo - [2013],700,6300,740,2500,3.5,5980,5,364.9,230,370,518.5,2013,2010s,Pagani,1.350048216,548.1285714
Mercedes SL Class 65 AMG V12 Black Series R230 - [2008],661,5400,738,2200,3.7,5980,5,364.9,199,320,353.4,2008,2000s,Mercedes,1.870401811,394.5676248
Mercedes SL Class 65 AMG V12 - [2012],621,4800,738,2300,3.9,5980,5,364.9,155,249,318.4,2012,2010s,Mercedes,1.950376884,378.3884058
Mercedes S Class 65 AMG - [2013],621,4800,738,2300,4.2,5980,5,364.9,155,249,269.4,2013,2010s,Mercedes,2.305122494,320.1565217
Mercedes S Class 65 AMG - [2010],621,4800,738,2300,4.3,5980,5,364.9,155,249,272.9,2010,2010s,Mercedes,2.275558813,324.315942
Mercedes CL Class 65 AMG Bi Turbo - [2003],612,6500,738,5950,4.3,5980,5,364.9,155,249,283.9,2003,2000s,Mercedes,2.155688623,342.35
Mercedes G Class G65 AMG - [2012],604,4300,738,2300,NA,5980,5,364.9,143,230,234.1,2012,2010s,Mercedes,2.580093977,286.0360927
Mercedes SL Class 65 AMG V12 R230 - [2008],604,4800,738,2000,4.1,5980,5,364.9,155,249,284.9,2008,2000s,Mercedes,2.12004212,348.1062914
Mercedes SL Class 65 AMG V12 R230 - [2004],604,4800,738,2000,3.9,5980,5,364.9,155,249,286.2,2004,2000s,Mercedes,2.110412299,349.694702
Maybach 57 S 6.0 V12 - [2005],603,4800,737,2000,NA,5980,5,364.9,165,265,220.4,2005,2000s,Maybach,2.735934664,269.3777778
Mercedes 600 SEL V140 - [1991],402,5200,428,3800,NA,5987,5,365.3,159,255,180.2,1991,1990s,Mercedes,2.230854606,191.8547264
Mercedes SL Class 600SL V12 R129 - [1992],389,5200,420,3800,NA,5987,5,365.3,157,252,187.9,1992,1990s,Mercedes,2.070250133,202.874036
Lamborghini Diablo GTR 6.0L V12 - [2001],582,7300,472,5500,3.4,5992,5,365.6,210,337,417.2,2001,2000s,Lamborghini,1.395014382,338.3477663
Lamborghini Diablo 6.0 V12 - [2000],550,7100,457,5500,3.8,5992,5,365.6,200,321,338.4,2000,2000s,Lamborghini,1.625295508,281.1796364
